review_id,viewer_id,movie_id,rating,sentiment,review_text,review_date
803,520,13,3.4,neutral,"Good performances, weak story.",2024-11-26
804,321,9,3.7,neutral,Enjoyable but forgettable.,2025-04-15
805,187,9,3.4,neutral,Worth watching once.,2025-02-28
806,215,9,4.0,positive,Gripping from start to finish. Highly recommended.,2025-04-27
807,190,8,2.2,negative,Comedy fell flat throughout.,2025-04-25
808,175,5,4.9,positive,Gripping from start to finish. Highly recommended.,2025-04-16
809,409,7,2.8,negative,Expected more from this cast.,2025-04-13
810,138,1,4.7,positive,Absolutely loved it — best film I've seen this year.,2025-04-08
811,293,3,3.9,neutral,"Decent watch, nothing groundbreaking.",2025-03-26
812,421,3,3.7,neutral,Enjoyable but forgettable.,2025-03-24
813,596,1,4.4,positive,Exceeded all my expectations. Watch it now.,2025-02-13
814,475,4,5.0,positive,Gripping from start to finish. Highly recommended.,2025-04-07
815,185,1,4.5,positive,Absolutely loved it — best film I've seen this year.,2025-03-11
816,344,3,3.7,neutral,"Good performances, weak story.",2025-04-30
817,100,5,4.3,positive,Gripping from start to finish. Highly recommended.,2025-04-11
818,229,10,3.4,neutral,Somewhere between good and great.,2025-04-01
819,230,1,4.0,positive,Gripping from start to finish. Highly recommended.,2025-01-23
820,86,12,4.2,positive,Gripping from start to finish. Highly recommended.,2025-03-25
821,79,1,4.9,positive,Stunning visuals and great performances.,2025-04-20
822,116,2,4.0,positive,Stunning visuals and great performances.,2025-04-17
823,512,1,4.3,positive,Exceeded all my expectations. Watch it now.,2025-02-22
824,107,13,3.9,neutral,Somewhere between good and great.,2024-12-06
825,399,6,2.4,negative,Expected more from this cast.,2025-03-08
826,1,11,4.7,positive,Absolutely loved it — best film I've seen this year.,2024-12-27
827,510,1,5.0,positive,Exceeded all my expectations. Watch it now.,2025-04-06
828,251,5,4.2,positive,Stunning visuals and great performances.,2025-04-21
829,412,3,3.9,neutral,"Good performances, weak story.",2025-04-16
830,122,10,3.4,neutral,Somewhere between good and great.,2025-04-26
831,115,10,3.9,neutral,Somewhere between good and great.,2025-04-08
832,447,10,4.4,positive,Gripping from start to finish. Highly recommended.,2025-04-10
833,66,1,4.8,positive,Absolutely loved it — best film I've seen this year.,2025-02-20
834,260,1,5.0,positive,One of the best of the decade.,2025-02-11
835,524,11,4.7,positive,One of the best of the decade.,2024-08-08
836,458,1,5.0,positive,Gripping from start to finish. Highly recommended.,2025-04-30
837,285,11,3.7,neutral,Somewhere between good and great.,2025-03-08
838,165,1,4.4,positive,One of the best of the decade.,2025-04-14
839,225,2,4.1,positive,Exceeded all my expectations. Watch it now.,2025-04-03
840,173,4,4.3,positive,Absolutely loved it — best film I've seen this year.,2025-02-21
841,553,1,5.0,positive,Stunning visuals and great performances.,2025-02-08
842,194,6,2.1,negative,Disappointed — not what the trailer promised.,2025-01-28
843,277,3,4.6,positive,Gripping from start to finish. Highly recommended.,2025-04-24
844,564,13,3.9,neutral,"Decent watch, nothing groundbreaking.",2025-02-06
845,176,6,2.6,negative,Wouldn't recommend.,2025-04-16
846,462,1,5.0,positive,Exceeded all my expectations. Watch it now.,2025-03-24
847,447,10,4.0,positive,Gripping from start to finish. Highly recommended.,2025-04-13
848,570,1,5.0,positive,Gripping from start to finish. Highly recommended.,2025-03-20
849,209,9,3.5,neutral,Enjoyable but forgettable.,2025-04-19
850,86,5,5.0,positive,One of the best of the decade.,2025-04-15
851,413,9,4.8,positive,Gripping from start to finish. Highly recommended.,2025-02-24
852,254,4,3.7,neutral,Worth watching once.,2025-04-25
853,77,3,3.9,neutral,Enjoyable but forgettable.,2025-03-31
854,161,9,4.0,positive,Gripping from start to finish. Highly recommended.,2025-04-30
855,554,2,4.0,positive,One of the best of the decade.,2025-03-08
856,192,3,3.8,neutral,Worth watching once.,2025-04-29
857,21,10,4.2,positive,Exceeded all my expectations. Watch it now.,2025-04-29
858,98,5,4.8,positive,Absolutely loved it — best film I've seen this year.,2025-04-18
859,172,11,4.1,positive,Absolutely loved it — best film I've seen this year.,2025-03-14
860,273,5,3.9,neutral,Enjoyable but forgettable.,2025-04-29
861,420,1,5.0,positive,Absolutely loved it — best film I've seen this year.,2025-03-14
862,114,14,2.9,negative,Expected more from this cast.,2025-02-28
863,555,4,4.7,positive,Stunning visuals and great performances.,2025-03-30
864,183,9,3.5,neutral,"Decent watch, nothing groundbreaking.",2025-04-06
865,378,12,4.7,positive,Exceeded all my expectations. Watch it now.,2025-01-03
866,175,3,4.2,positive,One of the best of the decade.,2025-04-13
867,210,7,2.9,negative,Expected more from this cast.,2025-04-18
868,580,5,4.8,positive,Gripping from start to finish. Highly recommended.,2025-04-15
869,10,3,3.4,neutral,Worth watching once.,2025-04-10
870,594,13,3.3,neutral,Somewhere between good and great.,2024-11-13
871,422,4,4.2,positive,Exceeded all my expectations. Watch it now.,2025-04-30
872,312,15,4.1,positive,Absolutely loved it — best film I've seen this year.,2025-03-29
873,576,4,4.1,positive,Absolutely loved it — best film I've seen this year.,2025-04-25
874,469,11,3.9,neutral,"Good performances, weak story.",2025-02-21
875,585,2,3.8,neutral,"Good performances, weak story.",2025-03-31
876,522,2,4.5,positive,Gripping from start to finish. Highly recommended.,2025-04-26
877,474,11,4.3,positive,Gripping from start to finish. Highly recommended.,2024-11-06
878,532,12,4.3,positive,Stunning visuals and great performances.,2024-10-11
879,110,4,3.8,neutral,Worth watching once.,2025-03-23
880,547,11,3.8,neutral,"Decent watch, nothing groundbreaking.",2024-10-25
881,528,2,4.6,positive,Exceeded all my expectations. Watch it now.,2025-02-09
882,176,3,3.9,neutral,"Decent watch, nothing groundbreaking.",2025-03-24
883,407,1,5.0,positive,Exceeded all my expectations. Watch it now.,2025-02-21
884,63,6,2.7,negative,Disappointed — not what the trailer promised.,2025-04-07
885,533,2,3.8,neutral,"Decent watch, nothing groundbreaking.",2025-03-08
886,553,1,4.6,positive,One of the best of the decade.,2025-03-27
887,495,2,4.0,positive,Stunning visuals and great performances.,2025-04-18
888,486,6,2.3,negative,Expected more from this cast.,2025-02-10
889,15,6,1.7,negative,Slow pacing and predictable plot.,2025-03-26
890,14,11,4.6,positive,Absolutely loved it — best film I've seen this year.,2024-06-12
891,413,2,3.8,neutral,"Decent watch, nothing groundbreaking.",2025-04-24
892,365,13,3.1,neutral,Enjoyable but forgettable.,2024-11-12
893,100,14,2.9,negative,Wouldn't recommend.,2024-09-11
894,197,11,4.1,positive,Exceeded all my expectations. Watch it now.,2025-03-16
895,460,9,4.3,positive,One of the best of the decade.,2025-01-11
896,492,5,4.4,positive,Absolutely loved it — best film I've seen this year.,2025-04-25
897,36,1,4.3,positive,Absolutely loved it — best film I've seen this year.,2025-01-29
898,209,9,4.1,positive,Exceeded all my expectations. Watch it now.,2025-02-21
899,303,13,3.9,neutral,"Good performances, weak story.",2025-01-11
900,45,1,4.9,positive,Exceeded all my expectations. Watch it now.,2025-03-17
